ID,Latitude,Longitude,n,date_min,date_max,mins,hours,days
7,-18.8121,34.3268,3,2021-02-26 6:00:10 UTC,2021-02-27 6:00:39 UTC,1440.48333333333,24.0080555555556,1.00033564814815
5,-18.8019,34.3256,3,2020-12-19 14:00:26 UTC,2020-12-29 16:00:31 UTC,14520.0833333333,242.001388888889,10.0833912037037
3,-18.8018,34.3256,3,2020-12-19 14:00:56 UTC,2020-12-29 16:00:32 UTC,14519.6,241.993333333333,10.0830555555556
3,-18.8017,34.3526,2,2021-10-01 6:04:01 UTC,2021-10-27 6:00:01 UTC,37436,623.933333333333,25.9972222222222
4,-18.7905,34.3633,3,2021-10-01 22:00:31 UTC,2021-10-11 17:00:32 UTC,14100.0166666667,235.000277777778,9.79167824074074
3,-18.7885,34.3712,2,2021-10-06 14:00:02 UTC,2021-10-07 14:00:56 UTC,1440.9,24.015,1.000625
4,-18.7876,34.3283,4,2021-02-08 3:00:32 UTC,2021-02-10 3:00:48 UTC,2880.26666666667,48.0044444444445,2.00018518518519
1,-18.7847,34.3295,5,2021-02-03 22:00:42 UTC,2021-02-05 4:00:23 UTC,1799.68333333333,29.9947222222222,1.24978009259259
1,-18.7843,34.3171,3,2020-09-22 9:00:40 UTC,2020-11-03 14:00:10 UTC,60839.5,1013.99166666667,42.2496527777778
1,-18.7842,34.317,2,2020-09-14 9:00:01 UTC,2020-09-22 10:00:10 UTC,11580.15,193.0025,8.04177083333333
4,-18.7821,34.3284,2,2021-01-14 14:00:01 UTC,2021-02-15 14:00:02 UTC,46080.0166666667,768.000277777778,32.0000115740741
4,-18.7797,34.3451,3,2020-10-16 9:00:39 UTC,2021-10-28 5:00:10 UTC,542639.516666667,9043.99194444444,376.832997685185
3,-18.7796,34.3451,3,2020-10-16 13:00:31 UTC,2021-10-28 4:00:06 UTC,542339.583333333,9038.99305555555,376.624710648148
3,-18.7795,34.3453,2,2020-10-16 6:00:39 UTC,2021-08-31 6:00:31 UTC,459359.866666667,7655.99777777778,318.999907407407
1,-18.7793,34.2255,2,2020-09-08 13:00:26 UTC,2021-08-25 14:00:02 UTC,505499.6,8424.99333333333,351.041388888889
4,-18.7788,34.1723,2,2021-08-16 16:00:20 UTC,2021-08-17 17:00:12 UTC,1499.86666666667,24.9977777777778,1.04157407407407
2,-18.7785,34.2991,2,2020-09-11 9:05:20 UTC,2020-09-13 13:07:01 UTC,3121.68333333333,52.0280555555556,2.16783564814815
7,-18.7781,34.3509,3,2021-01-09 4:00:26 UTC,2021-01-12 3:00:57 UTC,4260.51666666667,71.0086111111111,2.95869212962963
4,-18.7777,34.2984,2,2020-09-12 5:00:55 UTC,2020-09-21 22:00:01 UTC,13979.1,232.985,9.70770833333333
3,-18.777,34.197,2,2021-08-20 14:00:10 UTC,2021-08-21 14:00:29 UTC,1440.31666666667,24.0052777777778,1.00021990740741
7,-18.777,34.3777,3,2020-11-22 22:00:45 UTC,2020-11-24 22:00:31 UTC,2879.76666666667,47.9961111111111,1.99983796296296
3,-18.7666,34.3351,2,2021-04-02 17:00:06 UTC,2021-04-06 3:00:58 UTC,4920.86666666667,82.0144444444445,3.41726851851852
2,-18.7651,34.3166,4,2020-10-25 4:00:22 UTC,2021-02-13 22:00:40 UTC,160920.3,2682.005,111.750208333333
3,-18.7626,34.335,2,2020-10-26 6:00:23 UTC,2020-10-27 16:00:10 UTC,2039.78333333333,33.9963888888889,1.4165162037037
2,-18.7605,34.293,5,2021-09-24 16:00:40 UTC,2021-09-26 22:00:48 UTC,3240.13333333333,54.0022222222222,2.25009259259259
3,-18.7601,34.297,4,2020-10-31 14:00:50 UTC,2020-11-16 14:00:10 UTC,23039.3333333333,383.988888888889,15.999537037037
1,-18.76,34.2969,3,2020-10-31 10:00:01 UTC,2020-11-01 10:00:43 UTC,1440.7,24.0116666666667,1.00048611111111
3,-18.76,34.2971,2,2020-11-01 13:05:31 UTC,2020-11-16 14:00:31 UTC,21655,360.916666666667,15.0381944444444
5,-18.7567,34.3194,2,2020-10-25 5:00:02 UTC,2021-01-16 6:00:31 UTC,119580.483333333,1993.00805555556,83.0420023148148
5,-18.7546,34.3708,2,2021-06-30 17:00:23 UTC,2021-07-06 17:00:02 UTC,8639.65,143.994166666667,5.99975694444444
7,-18.7545,34.3707,3,2021-06-28 17:00:02 UTC,2021-07-01 17:00:56 UTC,4320.9,72.015,3.000625
8,-18.7545,34.3708,8,2021-06-23 3:00:52 UTC,2021-07-09 3:00:32 UTC,23039.6666666667,383.994444444445,15.9997685185185
5,-18.7544,34.3708,9,2021-06-18 6:00:02 UTC,2021-07-05 3:00:03 UTC,24300.0166666667,405.000277777778,16.8750115740741
6,-18.7544,34.3709,2,2021-06-17 17:00:40 UTC,2021-07-03 3:00:49 UTC,22200.15,370.0025,15.4167708333333
3,-18.7535,34.3474,2,2021-03-16 22:04:02 UTC,2021-03-25 3:00:40 UTC,11816.6333333333,196.943888888889,8.20599537037037
7,-18.7533,34.3718,3,2021-10-06 6:00:01 UTC,2021-10-10 6:00:01 UTC,5760,96,4
4,-18.7532,34.3752,3,2021-08-02 17:00:51 UTC,2021-08-07 17:00:40 UTC,7199.81666666667,119.996944444444,4.99987268518519
3,-18.7531,34.3746,2,2021-07-25 6:00:31 UTC,2021-08-06 3:00:56 UTC,17100.4166666667,285.006944444445,11.8752893518519
3,-18.753,34.3746,6,2021-07-26 3:00:56 UTC,2021-08-16 17:00:24 UTC,31079.4666666667,517.991111111111,21.582962962963
4,-18.753,34.3747,2,2021-07-29 6:00:33 UTC,2021-08-01 6:00:48 UTC,4320.25,72.0041666666667,3.00017361111111
5,-18.753,34.3749,2,2021-07-16 17:00:20 UTC,2021-08-06 6:04:24 UTC,29584.0666666667,493.067777777778,20.5444907407407
7,-18.7529,34.375,2,2021-07-19 17:00:01 UTC,2021-08-03 3:00:50 UTC,20760.8166666667,346.013611111111,14.4172337962963
2,-18.7528,34.3729,2,2021-07-13 3:00:10 UTC,2021-07-14 3:00:19 UTC,1440.15,24.0025,1.00010416666667
5,-18.7528,34.3746,4,2021-08-14 17:00:29 UTC,2021-08-20 3:00:44 UTC,7800.25,130.004166666667,5.41684027777778
6,-18.7528,34.3747,2,2021-08-13 17:00:49 UTC,2021-08-18 3:00:51 UTC,6360.03333333333,106.000555555556,4.41668981481481
7,-18.7528,34.3748,3,2021-07-17 3:00:10 UTC,2021-07-23 6:00:20 UTC,8820.16666666667,147.002777777778,6.12511574074074
8,-18.7528,34.3749,6,2021-07-18 6:00:10 UTC,2021-08-19 17:00:53 UTC,46740.7166666667,779.011944444445,32.4588310185185
9,-18.7528,34.375,2,2021-07-24 3:00:27 UTC,2021-07-28 3:00:09 UTC,5759.7,95.995,3.99979166666667
10,-18.7528,34.3751,2,2021-07-17 17:00:32 UTC,2021-08-08 17:00:49 UTC,31680.2833333333,528.004722222222,22.0001967592593
11,-18.7528,34.3752,4,2021-07-24 17:00:59 UTC,2021-08-01 17:00:26 UTC,11519.45,191.990833333333,7.99961805555556
12,-18.7528,34.3753,2,2021-07-30 6:00:49 UTC,2021-08-09 3:00:56 UTC,14220.1166666667,237.001944444444,9.87508101851852
4,-18.7527,34.3729,4,2021-07-14 17:00:40 UTC,2021-07-16 3:00:15 UTC,2039.58333333333,33.9930555555556,1.41637731481482
7,-18.7527,34.3749,7,2021-07-18 3:04:27 UTC,2021-08-04 3:00:45 UTC,24476.3,407.938333333333,16.9974305555556
8,-18.7527,34.375,4,2021-07-27 3:00:23 UTC,2021-08-04 6:00:32 UTC,11700.15,195.0025,8.12510416666667
2,-18.7526,34.3728,2,2021-07-13 6:00:50 UTC,2021-07-16 6:00:25 UTC,4319.58333333333,71.9930555555556,2.99971064814815
8,-18.7526,34.375,2,2021-07-25 17:00:24 UTC,2021-08-14 3:00:06 UTC,27959.7,465.995,19.4164583333333
10,-18.7526,34.3752,3,2021-07-23 17:00:26 UTC,2021-08-11 17:00:03 UTC,27359.6166666667,455.993611111111,18.9997337962963
3,-18.7524,34.3514,3,2021-03-20 22:00:10 UTC,2021-03-22 4:00:02 UTC,1799.86666666667,29.9977777777778,1.24990740740741
6,-18.7523,34.3735,2,2021-05-10 6:00:53 UTC,2021-05-13 3:00:23 UTC,4139.5,68.9916666666667,2.87465277777778
6,-18.7513,34.373,2,2021-02-23 6:00:02 UTC,2021-11-04 3:00:02 UTC,365580,6093,253.875
9,-18.7512,34.3698,2,2021-05-06 6:00:02 UTC,2021-05-09 3:00:04 UTC,4140.03333333333,69.0005555555556,2.87502314814815
3,-18.7502,34.3683,2,2021-03-09 14:00:02 UTC,2021-03-13 3:00:40 UTC,5100.63333333333,85.0105555555556,3.54210648148148
7,-18.7502,34.3716,2,2021-04-23 17:00:02 UTC,2021-10-10 3:00:02 UTC,243960,4066,169.416666666667
3,-18.7498,34.3666,3,2021-01-25 22:00:02 UTC,2021-01-27 4:00:54 UTC,1800.86666666667,30.0144444444444,1.25060185185185
5,-18.7494,34.3474,2,2021-03-17 6:00:49 UTC,2021-03-24 3:00:51 UTC,9900.03333333333,165.000555555556,6.87502314814815
5,-18.7492,34.355,3,2021-03-08 3:00:02 UTC,2021-03-13 22:00:31 UTC,8340.48333333333,139.008055555556,5.79200231481482
