ID,Latitude,Longitude,n,date_min,date_max,mins,hours,days
1,-18.542,34.4533,3,2021-07-11 14:09:32 UTC,2021-07-12 6:09:30 UTC,1440,24,1
2,-18.5389,34.4508,2,2021-07-12 10:00:01 UTC,2021-07-13 6:00:32 UTC,1440,24,1
4,-18.5384,34.4785,3,2021-03-08 23:45:01 UTC,2021-03-09 1:45:11 UTC,1440,24,1
1,-18.5358,34.3881,2,2020-12-27 21:29:02 UTC,2020-12-28 1:29:55 UTC,1440,24,1
4,-18.5357,34.4702,4,2021-01-18 10:05:56 UTC,2021-01-19 9:12:14 UTC,1440,24,1
5,-18.5312,34.4745,5,2021-06-06 10:00:02 UTC,2021-06-07 2:00:31 UTC,1440,24,1
2,-18.5286,34.4709,4,2021-01-19 20:15:31 UTC,2021-01-20 7:19:11 UTC,1440,24,1
1,-18.5148,34.4624,2,2021-02-04 22:04:31 UTC,2021-02-05 0:05:02 UTC,1440,24,1
1,-18.5124,34.4741,2,2021-02-02 22:51:01 UTC,2021-02-03 0:51:32 UTC,1440,24,1
1,-18.5098,34.3849,2,2021-07-18 22:00:21 UTC,2021-07-19 2:00:31 UTC,1440,24,1
3,-18.5044,34.4413,3,2021-03-03 22:08:31 UTC,2021-03-04 9:11:50 UTC,1440,24,1
